purpose_te,addr_state_te,loan_amnt,term,installment,grade,emp_length,annual_inc,verification_status,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,credit_length,issue_d_year,issue_d_month,issue_d_dayOfWeek,issue_d_weekend,log_inc_per_acct,home_3cat,emp_length_missing
0.133812688,0.143802482,1500, 36 months,53.69,D,10,144000,verified,8.23,1,0,14,6,0,14186,97.8,14,15,2011,12,Thu,0,9.238511249,MORTGAGE,0
0.147617655,0.174960054,19600, 36 months,654.94,B,2,75000,verified,11.62,0,0,,8,0,20355,50.1,12,5,2011,12,Thu,0,8.740336743,RENT,0
0.122300831,0.123567488,2500, 36 months,82.69,B,7,29000,verified,18.7,0,0,63,5,0,2668,66.7,13,6,2011,12,Thu,0,7.710101752,MORTGAGE,0
0.125105749,0.149311703,10000, 36 months,307.04,A,5,45000,not verified,26.85,0,0,,15,0,10133,70.4,40,30,2011,12,Thu,0,7.025538315,RENT,0
0.167270733,0.169900814,4225, 36 months,141.18,B,5,55200,not verified,17.61,0,1,,6,0,4055,73.7,12,9,2011,12,Thu,0,8.433811582,MORTGAGE,0
0.166451646,0.196018172,3500, 36 months,109.52,A,7,61440,not verified,6.46,1,0,9,6,0,15472,55.5,19,14,2011,12,Thu,0,8.081377389,MORTGAGE,0
0.176852892,0.213798477,12000, 36 months,368.45,A,10,56000,not verified,13.65,0,0,,7,0,9873,80.3,21,11,2011,12,Thu,0,7.888584532,MORTGAGE,0
0.165414498,0.147860041,16500, 36 months,523.93,A,0,47000,verified,9.06,0,1,,6,0,13917,38.8,24,10,2011,12,Thu,0,7.57984905,RENT,0
0.20223451,0.2179458,22000, 60 months,603.5,F,0,55000,verified,15.62,0,1,,9,0,20154,79.4,27,10,2011,12,Thu,0,7.619251598,RENT,0
0.136770193,0.155876924,12000, 36 months,413.94,C,1,71000,verified,14.87,0,2,,15,0,17972,71,38,12,2011,12,Thu,0,7.532848996,RENT,0
0.078743236,0.136511579,14000, 36 months,467.82,B,10,63000,not verified,7.35,0,0,,5,0,17212,97.8,19,18,2011,12,Thu,0,8.106451026,MORTGAGE,0
0.154031125,0.157956844,6000, 36 months,203.59,C,5,50000,not verified,15.58,0,1,49,8,0,7361,83.6,14,8,2011,12,Thu,0,8.180720955,MORTGAGE,0
0.213559321,0.186941735,12000, 36 months,386.7,B,5,80000,not verified,14.83,0,0,,11,0,17536,67.7,21,11,2011,12,Thu,0,8.245259476,RENT,0
0.192795251,0.20850654,10000, 36 months,334.16,B,4,45000,not verified,10.45,0,0,,14,0,10177,51.6,19,6,2011,12,Thu,0,7.76997879,RENT,0
0.182330085,0.176692433,8000, 36 months,250.33,A,2,78000,not verified,6.09,0,1,,16,0,15988,55.9,31,5,2011,12,Thu,0,7.830476901,RENT,0
0.138520298,0.150085436,14125, 36 months,455.18,B,1,33000,verified,23.13,0,3,,12,0,19472,66,20,14,2011,12,Thu,0,7.408530567,RENT,0
0.302987075,0.138202314,13200, 60 months,224.36,D,3,26400,verified,9.64,0,3,,8,0,7411,50.1,12,5,2011,12,Thu,0,7.696212639,RENT,0
0.200942443,0.210932237,7350, 36 months,243.11,B,1,33000,verified,22.51,0,1,,13,0,24782,77.9,23,13,2011,12,Thu,0,7.268768625,RENT,0
0.130953608,0.216465903,10000, 36 months,334.16,B,10,39000,verified,18.31,0,1,,7,0,11691,90.6,19,13,2011,12,Thu,0,7.626877946,RENT,0
0.158466581,0.130115753,12000, 36 months,373.33,A,10,42000,not verified,10.74,0,1,,7,0,18913,43,17,17,2011,12,Thu,0,7.812211553,RENT,0
0.209619738,0.208103667,8000, 60 months,176.79,B,3,31000,verified,16.22,0,3,,13,0,2751,34.4,29,5,2011,12,Thu,0,6.974446653,OTHER,0
0.206474114,0.19405037,4500, 36 months,142.89,A,10,50700,verified,23.43,0,0,,10,0,9127,24.4,20,15,2011,12,Thu,0,7.837948916,MORTGAGE,0
0.158098314,0.163309875,12000, 36 months,407.17,C,6,40000,not verified,15.72,0,0,77,8,0,10790,80.5,13,12,2011,12,Thu,0,8.031685376,RENT,0
0.069703709,0.132250285,10000, 36 months,339.31,C,10,50000,not verified,5.88,1,2,13,5,0,8899,47.6,15,13,2011,12,Thu,0,8.111728083,MORTGAGE,0
0.187109817,0.159123158,6000, 36 months,187.75,A,7,80000,not verified,8.87,0,4,,8,0,19071,30.3,29,18,2011,12,Thu,0,7.922486084,MORTGAGE,0
0.182649187,0.192638982,7000, 36 months,231.54,B,2,75000,verified,15.57,0,0,,7,0,22196,94.1,17,10,2011,12,Thu,0,8.392030048,RENT,0
0.16292207,0.145367613,35000, 60 months,690.56,E,8,85000,verified,12,0,1,,16,0,31071,53,50,16,2011,12,Thu,0,7.43838353,MORTGAGE,0
0.172924162,0.196788539,1400, 36 months,43.81,A,1,28800,not verified,10,0,1,,5,0,2016,9.9,7,8,2011,12,Thu,0,8.322220517,RENT,0
0.141791383,0.151781178,3200, 36 months,103.12,B,9,61200,not verified,2.16,0,0,,5,1,2795,33.3,17,12,2011,12,Thu,0,8.188689124,RENT,0
0.209925601,0.198226643,8000, 36 months,250.33,A,1,40000,not verified,13.35,0,0,,4,0,2440,34.4,11,15,2011,12,Thu,0,8.19873946,RENT,0
0.137240914,0.147230709,11875, 60 months,268.32,B,0,25920,verified,23.75,0,0,,8,0,13932,94.1,28,10,2011,12,Thu,0,6.83056564,RENT,0
0.112115341,0.12815164,5000, 36 months,152.18,A,9,54000,not verified,3.82,0,0,,6,0,1779,4,14,13,2011,12,Thu,0,8.257681996,MORTGAGE,0
0.287207973,0.142317166,1800, 36 months,55.27,A,10,18000,not verified,23.8,0,0,,5,0,1792,39.8,12,10,2011,12,Thu,0,7.313220387,RENT,0
0.194273911,0.176719454,35000, 36 months,1111.37,A,5,85000,verified,17.73,0,0,,7,0,16720,61.5,13,10,2011,12,Thu,0,8.785457178,RENT,0
0.145808338,0.173150737,18000, 36 months,571.56,A,5,78000,verified,7,0,1,,6,0,17769,66.3,10,13,2011,12,Thu,0,8.961879013,RENT,0
0.145304988,0.109187416,14000, 36 months,438.07,A,10,45600,not verified,19.74,0,0,,5,0,15846,63.9,10,19,2011,12,Thu,0,8.425077903,OTHER,0
0.179535709,0.152918123,5000, 36 months,167.08,B,2,70000,not verified,20.06,0,1,,14,0,13543,54.2,26,7,2011,12,Thu,0,7.898153983,RENT,0
0.16025071,0.195253035,8000, 36 months,281.1,C,4,70000,verified,14.04,0,2,,10,0,24072,91.9,30,11,2011,12,Thu,0,7.755053139,RENT,0
0.211954281,0.18869189,10000, 36 months,304.36,A,9,80000,not verified,12.99,0,0,,7,0,27644,45.2,17,24,2011,12,Thu,0,8.45656857,MORTGAGE,0
0.122477881,0.114744702,10000, 36 months,311.11,A,5,50000,verified,4.63,0,2,,8,0,6592,25.7,25,5,2011,12,Thu,0,7.60090246,RENT,0
0.158465628,0.115782399,12000, 36 months,400.99,B,10,35000,verified,18.51,0,0,,10,0,8198,75.7,13,13,2011,12,Thu,0,7.898153983,MORTGAGE,0
0.181290183,0.174566551,23200, 36 months,725.94,A,3,65000,verified,27.99,0,0,,10,0,36381,47,34,10,2011,12,Thu,0,7.555782024,MORTGAGE,0
0.153339795,0.117222223,4800, 36 months,167.03,C,10,75000,not verified,9.3,0,1,,13,0,22195,73.7,18,8,2011,12,Thu,0,8.334871635,MORTGAGE,0
0.173188833,0.138130091,7300, 36 months,241.46,B,6,35000,not verified,16.42,0,1,,10,0,9628,44.6,17,9,2011,12,Thu,0,7.629889996,RENT,0
0.212060938,0.249006523,10400, 36 months,335.14,B,6,40000,verified,11.67,0,2,,7,0,11624,80.6,19,12,2011,12,Thu,0,7.652195754,RENT,0
0.188500176,0.225302668,6600, 36 months,212.69,B,1,100000,not verified,15.53,0,2,,10,0,2171,27.8,30,9,2011,12,Thu,0,8.111728083,MORTGAGE,0
0.122214673,0.09700029,13250, 36 months,474.19,D,10,52000,verified,23.7,0,0,70,8,0,15002,91.5,18,13,2011,12,Thu,0,7.96862724,RENT,0
0.144227067,0.154216862,25000, 36 months,805.63,B,9,61000,verified,10.35,0,0,,5,0,23712,49.4,10,15,2011,12,Thu,0,8.71604405,RENT,0
0.18651572,0.200529061,6000, 36 months,195.44,B,10,36000,not verified,14.43,0,1,29,5,0,13626,48.5,9,14,2011,12,Thu,0,8.29404964,RENT,0
0.157594769,0.220141345,12000, 36 months,373.33,A,10,68000,not verified,7.08,0,1,,7,0,15433,55.6,34,20,2011,12,Thu,0,7.60090246,MORTGAGE,0
0.099055766,0.161602342,14400, 36 months,476.3,B,1,80000,not verified,16.35,0,1,,10,0,19983,48.4,16,16,2011,12,Thu,0,8.517193191,RENT,0
0.153447156,0.180789555,8000, 36 months,264.61,B,1,150000,not verified,2.48,1,0,5,5,0,9722,56.2,8,15,2011,12,Thu,0,9.838949031,RENT,0
0.100811653,0.253013249,8000, 36 months,282.41,D,5,50000,not verified,13.22,0,0,,9,0,5106,72.9,12,6,2011,12,Thu,0,8.334871635,RENT,0
0.338767445,0.173982684,30000, 60 months,673.72,B,3,70000,verified,0.94,0,0,,7,0,1159,3.2,14,5,2011,12,Thu,0,8.517193191,RENT,0
0.133310287,0.165351057,13250, 36 months,438.26,B,2,35000,not verified,22.35,0,1,,16,0,10014,67.2,21,7,2011,12,Thu,0,7.418580903,OTHER,0
0.144773076,0.15476287,14000, 36 months,480.33,C,6,80000,not verified,16.21,0,0,,8,0,11546,96.2,11,9,2011,12,Thu,0,8.891886641,RENT,0
0.101593243,0.128935642,10000, 36 months,353.01,D,10,40000,verified,24.39,0,1,,7,0,11665,96.4,18,10,2011,12,Thu,0,7.706262975,RENT,0
0.124163041,0.135728179,4000, 36 months,121.75,A,1,55000,not verified,7.05,0,0,,7,0,2189,43.8,18,10,2011,12,Thu,0,8.024716706,RENT,0
0.119201551,0.129191345,13000, 36 months,418.93,B,6,110000,not verified,8.38,0,0,,8,0,9599,81.3,14,10,2011,12,Thu,0,8.969178315,RENT,0
0.162055746,0.138793355,10000, 36 months,339.31,C,3,62000,not verified,11.52,0,0,,9,0,16462,79.1,20,11,2011,12,Thu,0,8.03915739,RENT,0
0.115674428,0.120885989,20000, 36 months,625.81,A,0,45000,verified,9.25,0,1,,8,0,14386,74.9,10,30,2011,12,Thu,0,8.411832676,RENT,0
0.173152939,0.210098524,18000, 36 months,580.05,B,5,110000,verified,10,0,1,,8,0,12371,62.5,22,11,2011,12,Thu,0,8.517193191,RENT,0
0.111388336,0.15621194,4200, 36 months,127.83,A,3,61000,not verified,8.92,0,0,,7,0,4228,12.9,16,8,2011,12,Thu,0,8.246040421,RENT,0
0.192173813,0.202163607,20000, 60 months,478.64,C,10,78216,verified,10.79,0,1,,8,0,25161,80.3,21,16,2011,12,Thu,0,8.222707071,OTHER,0
0.129610506,0.134822068,24000, 36 months,847.21,D,2,50964,verified,8.83,1,1,13,7,0,16318,69.4,13,8,2011,12,Thu,0,8.273925423,RENT,0
0.078822397,0.088695951,4475, 36 months,155.72,C,3,43680,not verified,18.79,0,2,,17,0,4489,33.5,29,11,2011,12,Thu,0,7.31734978,RENT,0
0.078186236,0.12300984,12000, 36 months,400.99,B,5,50700,verified,22.49,0,0,,12,0,18682,80.8,18,8,2011,12,Thu,0,7.943309432,RENT,0
0.131733231,0.108517153,5000, 36 months,167.08,B,2,30000,verified,23.84,0,2,,8,0,7980,89.7,40,10,2011,12,Thu,0,6.620073207,RENT,0
0.216823531,0.168683581,3000, 36 months,91.31,A,5,50000,not verified,5.5,0,0,,7,0,9616,29.4,15,8,2011,12,Thu,0,8.111728083,RENT,0
0.154966865,0.164956659,10000, 36 months,339.31,C,3,84000,verified,13.87,0,0,55,8,0,6046,68.7,10,4,2011,12,Thu,0,9.035986985,RENT,0
0.156430302,0.161641863,15000, 36 months,501.23,B,6,155000,verified,17.85,0,0,,14,0,68319,74.9,41,21,2011,12,Thu,0,8.237608329,OTHER,0
0.116164247,0.129143412,12000, 36 months,375.49,A,0,62000,verified,8.71,0,0,,10,0,18125,57.7,15,9,2011,12,Thu,0,8.326839463,MORTGAGE,0
0.07629153,0.103633929,6300, 36 months,208.38,B,2,30000,not verified,7.2,0,1,38,6,0,6274,84.3,11,20,2011,12,Thu,0,7.911057388,RENT,0
0.162181276,0.160736371,8250, 60 months,200.45,C,2,35004,verified,15.6,2,1,2,13,0,4479,7.7,21,8,2011,12,Thu,0,7.418695182,MORTGAGE,0
0.086233805,0.175736173,10000, 36 months,330.76,B,5,32000,not verified,21.83,0,0,,11,0,7346,59.6,23,10,2011,12,Thu,0,7.237996966,RENT,0
0.093871681,0.159407628,6000, 36 months,206.97,C,7,34000,not verified,21.39,0,2,45,7,0,6546,88.5,13,9,2011,12,Thu,0,7.869166446,RENT,0
0.162216613,0.144662156,22000, 36 months,773.03,C,5,73000,verified,22.47,0,1,30,16,0,26721,85.1,32,16,2011,12,Thu,0,7.732478817,MORTGAGE,0
0.148078869,0.124816478,12000, 36 months,396.92,B,10,57200,verified,16.36,0,0,,11,0,22059,68.5,17,11,2011,12,Thu,0,8.121095833,RENT,0
0.13782926,0.112614877,10000, 36 months,325.74,B,10,90000,not verified,11.16,0,1,,15,0,30660,59.4,22,11,2011,12,Thu,0,8.316522496,MORTGAGE,0
0.197525201,0.214437932,10000, 36 months,335.45,B,2,35000,verified,12.03,0,1,,10,0,10472,84.6,15,11,2011,12,Thu,0,7.755053139,RENT,0
0.185961226,0.222906812,3500, 36 months,118.76,C,7,56000,not verified,10.35,0,2,47,14,0,6943,54.2,37,22,2011,12,Thu,0,7.322189057,RENT,0
0.21189693,0.212554393,9600, 36 months,309.36,B,5,35000,not verified,16.49,0,0,,8,0,10980,79,16,15,2011,12,Thu,0,7.690514618,RENT,0
0.211383823,0.186169441,9875, 36 months,309,A,10,40000,verified,24.03,0,1,,11,0,24129,63.7,16,9,2011,12,Thu,0,7.824046011,MORTGAGE,0
0.117460702,0.150416214,21500, 60 months,427.19,D,2,59000,verified,22.86,0,1,75,13,0,18723,81.8,16,21,2011,12,Thu,0,8.212704001,OTHER,0
0.129792134,0.166737719,4800, 36 months,150.2,A,6,48000,verified,13,0,1,,7,0,2936,26,13,5,2011,12,Thu,0,8.214006932,RENT,0
0.155419268,0.308146586,7800, 36 months,237.4,A,10,85000,not verified,0.78,0,1,,7,0,3878,6.2,12,17,2011,12,Thu,0,8.865499886,OTHER,0
0.067432611,0.093371807,20000, 36 months,686.18,C,10,70000,verified,6.21,0,1,,6,0,12377,89,14,10,2011,12,Thu,0,8.517193191,MORTGAGE,0
0.153919885,0.181014435,9750, 36 months,303.34,A,4,35000,not verified,29.04,0,1,,9,0,13275,51.7,19,15,2011,12,Thu,0,7.518664361,RENT,0
0.137028687,0.154526727,18000, 60 months,365.67,C,6,91000,verified,23.41,0,2,,13,0,46957,67,38,27,2011,12,Thu,0,7.781028626,MORTGAGE,0
0.191730312,0.16651593,9000, 36 months,310.45,C,4,45000,verified,17.01,1,1,20,21,1,10464,50,51,16,2011,12,Thu,0,6.782592136,RENT,0
0.108480714,0.171027291,25000, 60 months,654.31,E,10,60000,verified,20.04,0,0,,12,0,17035,94.9,24,11,2011,12,Thu,0,7.824046011,RENT,0
0.157865027,0.167854822,25000, 36 months,869.95,C,8,82000,verified,18.5,0,2,,7,0,18223,70.6,23,9,2011,12,Thu,0,8.17898031,OTHER,0
0.149964777,0.129448766,8875, 36 months,297.72,B,5,35360,verified,23.11,0,1,,9,0,13003,71.1,13,6,2011,12,Thu,0,7.908387159,MORTGAGE,0
0.086399309,0.148945886,7500, 36 months,251.59,B,5,65000,not verified,4.41,0,2,,15,0,5927,35.5,22,4,2011,12,Thu,0,7.991100096,RENT,0
0.198555515,0.171937929,5800, 36 months,193.81,B,3,36000,not verified,21.67,0,1,38,9,0,6558,66.9,20,11,2011,12,Thu,0,7.495541944,RENT,0
0.086091624,0.143859968,10000, 36 months,322.25,B,4,50000,not verified,19.06,0,0,69,11,0,10898,88.6,28,17,2011,12,Thu,0,7.487573774,RENT,0
0.079037176,0.141583753,14000, 36 months,463.07,B,1,52000,not verified,12.97,0,1,,6,0,13008,57.9,8,6,2011,12,Thu,0,8.779557456,RENT,0
0.202734057,0.214299195,12000, 36 months,381.04,A,3,32000,verified,6.75,0,0,,9,0,5329,59.2,12,6,2011,12,Thu,0,7.888584532,RENT,0
0.067740749,0.095083148,14000, 36 months,480.33,C,0,80000,not verified,3.3,0,1,35,10,0,7085,59,14,6,2011,12,Thu,0,8.650724584,RENT,0
0.151987831,0.20581127,12000, 36 months,381.04,A,7,40246,verified,17.08,0,0,,7,0,14573,72.2,24,12,2011,12,Thu,0,7.424712069,MORTGAGE,0
0.14962208,0.141888902,15000, 60 months,338.93,B,3,30000,verified,24.76,0,1,,7,0,16876,65.7,17,7,2011,12,Thu,0,7.475739317,OTHER,0
0.117728732,0.133440021,8050, 36 months,270.04,B,1,36000,verified,14.8,0,0,,4,0,12000,81.3,7,4,2011,12,Thu,0,8.545364068,RENT,0
0.156848023,0.166837818,5600, 36 months,182.42,B,6,60000,not verified,16.36,1,0,4,11,1,2238,12.4,25,12,2011,12,Thu,0,7.783224016,RENT,0
0.161725657,0.227261604,7000, 36 months,231.54,B,10,90000,verified,12.19,0,0,,13,0,28060,93.8,25,13,2011,12,Thu,0,8.188689124,RENT,0
0.192957739,0.225913251,5400, 36 months,168.97,A,4,40000,not verified,10.89,0,0,,5,0,8855,77,15,18,2011,12,Thu,0,7.888584532,RENT,0
0.139770125,0.171810896,16000, 36 months,534.65,B,1,90000,verified,13.67,0,2,,11,0,22488,65.2,19,9,2011,12,Thu,0,8.46312597,RENT,0
0.203293613,0.220206345,6000, 60 months,121.38,A,0,30084,verified,1.68,0,0,,6,0,2192,10,15,17,2011,12,Thu,0,7.603698547,RENT,0
0.121657686,0.184204263,9800, 36 months,345.95,D,4,67000,not verified,21.01,0,2,39,14,0,21366,44.9,18,19,2011,12,Thu,0,8.22207614,RENT,0
0.126419554,0.163365139,5000, 36 months,153.52,A,1,276000,verified,1.82,0,0,,7,0,15175,56,18,7,2011,12,Thu,0,9.637784387,RENT,0
0.138033358,0.109682529,9900, 36 months,327.46,B,6,26400,verified,14.09,0,0,,4,1,7911,88.9,11,17,2011,12,Thu,0,7.783224016,RENT,0
0.142393861,0.179339446,15000, 36 months,496.14,B,3,68400,verified,5.7,0,0,,5,0,9368,82.2,9,11,2011,12,Thu,0,8.935903526,MORTGAGE,0
0.197798602,0.182893151,6250, 36 months,219.61,C,1,29120,not verified,20.85,0,3,,5,0,5771,88.8,12,12,2011,12,Thu,0,7.794273853,RENT,0
0.151496951,0.1365915,6400, 36 months,225.93,D,0,29120,not verified,17.97,0,1,,6,0,5866,94.6,14,10,2011,12,Thu,0,7.640123173,RENT,0
0.193117455,0.185384277,12000, 36 months,417.58,C,4,54000,not verified,17.07,0,1,56,10,0,15723,61,34,20,2011,12,Thu,0,7.370378801,MORTGAGE,0
0.206073216,0.179465638,15000, 36 months,476.3,A,5,30000,verified,6.48,0,1,,6,0,5649,25.2,10,11,2011,12,Thu,0,8.006367568,MORTGAGE,0
0.141958772,0.186782375,15000, 36 months,517.42,C,10,100500,verified,14.56,0,2,,8,0,11736,74.3,14,9,2011,12,Thu,0,8.878855677,MORTGAGE,0
0.206952057,0.216941852,10200, 36 months,349.96,C,3,40000,not verified,16.53,0,1,,7,0,9428,80.6,10,4,2011,12,Thu,0,8.29404964,RENT,0
0.096061955,0.185564323,9000, 36 months,300.74,B,5,47000,not verified,19.1,0,0,46,7,0,4012,47.2,17,17,2011,12,Thu,0,7.924689537,MORTGAGE,0
0.14241818,0.179363765,6500, 36 months,229.46,D,3,68000,not verified,21.85,0,1,,11,0,10075,92.4,17,15,2011,12,Thu,0,8.29404964,MORTGAGE,0
0.147218064,0.140494432,23000, 60 months,625.86,F,8,95000,verified,8.94,0,0,,9,0,9826,99.3,35,10,2011,12,Thu,0,7.906284109,MORTGAGE,0
0.212252823,0.222242618,8000, 36 months,271.45,C,3,30000,verified,14.48,0,2,,11,0,6266,44.1,21,9,2011,12,Thu,0,7.264430223,OTHER,0
0.161286751,0.178199483,8875, 36 months,276.11,A,1,30000,verified,28.4,0,0,,11,0,29470,83.7,27,28,2011,12,Thu,0,7.013115795,RENT,0
0.208801449,0.167369413,1500, 36 months,54.72,E,0,17000,verified,4.59,0,3,,10,0,1497,99.8,15,4,2011,12,Thu,0,7.032918422,RENT,0
0.149622229,0.129106218,8000, 36 months,267.33,B,3,42000,not verified,20.26,0,0,,4,0,12035,85.4,11,9,2011,12,Thu,0,8.247529624,RENT,0
0.119654397,0.129644191,20000, 60 months,399.55,C,10,75000,verified,16.51,0,2,,10,0,21513,74.9,16,16,2011,12,Thu,0,8.45265467,RENT,0
0.111181634,0.150662402,10000, 36 months,312.91,A,5,46000,not verified,10.46,0,0,,12,0,10763,50.1,17,10,2011,12,Thu,0,7.903183331,MORTGAGE,0
0.214182589,0.214840053,15000, 36 months,501.23,B,10,80000,verified,5.61,0,1,,8,0,10746,53.7,17,11,2011,12,Thu,0,8.45656857,MORTGAGE,0
0.119848833,0.129838628,9000, 36 months,276.34,A,3,45000,not verified,22.05,0,1,,7,0,14022,44,17,14,2011,12,Thu,0,7.881204425,MORTGAGE,0
0.124506907,0.151849307,10000, 36 months,312.91,A,2,72500,verified,27.92,0,0,,7,0,10638,69.1,23,11,2011,12,Thu,0,8.055847625,RENT,0
0.163468728,0.136851142,14000, 36 months,438.07,A,2,30000,verified,15.2,0,0,,8,0,13581,62.3,28,11,2011,12,Thu,0,6.97674815,RENT,0
0.158255414,0.137739402,8500, 36 months,291.63,C,9,50000,verified,8.5,0,2,,15,0,9354,61.5,27,7,2011,12,Thu,0,7.523941418,RENT,0
0.143140698,0.104845108,4500, 36 months,158.12,C,5,65000,not verified,14.66,0,1,,20,0,18611,76.6,34,9,2011,12,Thu,0,7.555782024,MORTGAGE,0
0.155672494,0.130458112,33425, 60 months,475.63,C,2,75000,verified,25.71,0,3,,10,0,50670,50.5,43,33,2011,12,Thu,0,7.464043277,MORTGAGE,0
0.139434675,0.112817089,7200, 36 months,250.55,C,4,54990,verified,20.95,0,1,81,16,0,9119,96,24,10,2011,12,Thu,0,7.736852799,RENT,0
0.165445838,0.166712494,18000, 60 months,397.77,B,0,40000,verified,18.18,0,0,,6,0,12806,68.8,12,12,2011,12,Thu,0,8.111728083,RENT,0
0.183372233,0.193362028,20000, 60 months,494.59,D,10,60000,verified,9.46,0,2,28,13,0,16326,41,30,16,2011,12,Thu,0,7.60090246,RENT,0
0.150876211,0.168374251,7000, 36 months,222.28,A,1,46000,verified,7.9,0,1,,7,0,8717,76.5,18,9,2011,12,Thu,0,7.846024918,RENT,0
0.138607053,0.110256224,21000, 36 months,704.45,B,8,135000,verified,8.52,0,1,81,11,0,30361,63,24,11,2011,12,Thu,0,8.634976227,MORTGAGE,0
0.129669742,0.192216319,13000, 36 months,418.93,B,10,65000,verified,8.82,0,0,,10,0,22554,75.9,18,10,2011,12,Thu,0,8.191770791,RENT,0
0.1225974,0.095979814,18000, 36 months,552.67,A,2,78000,not verified,6.35,0,0,,8,0,16136,25,13,19,2011,12,Thu,0,8.699514748,MORTGAGE,0
0.1627257,0.150911148,7200, 36 months,219.14,A,5,60000,not verified,2.54,0,0,68,6,0,3859,6,20,15,2011,12,Thu,0,8.006367568,MORTGAGE,0
0.177200691,0.187190485,18800, 36 months,584.89,A,3,82000,verified,13.76,1,0,11,14,0,14477,17.3,24,23,2011,12,Thu,0,8.136420696,MORTGAGE,0
0.161814897,0.224361474,26800, 36 months,982.79,E,10,82000,verified,21.59,0,1,,12,0,26919,98,31,30,2011,12,Thu,0,7.880487322,MORTGAGE,0
0.154939935,0.116160611,19200, 36 months,600.78,A,5,42000,verified,19.66,0,0,,13,0,28727,72.2,24,11,2011,12,Thu,0,7.467371067,MORTGAGE,0
0.135169975,0.145159769,12875, 60 months,213.28,D,3,27600,verified,18.7,0,1,,4,0,5595,86.1,7,10,2011,12,Thu,0,8.279660903,RENT,0
0.152410201,0.162399996,4000, 36 months,141.21,D,4,35000,not verified,9.22,0,0,44,7,0,8247,83.5,13,8,2011,12,Thu,0,7.898153983,RENT,0
0.149751459,0.212298036,12000, 36 months,386.7,B,10,33000,not verified,18.8,0,0,,5,0,17229,74.9,10,21,2011,12,Thu,0,8.101677747,OTHER,0
0.16219013,0.240146192,2625, 36 months,86.83,B,10,52800,not verified,14.52,0,2,,8,0,8343,65.2,21,8,2011,12,Thu,0,7.829744032,MORTGAGE,0
0.202288429,0.181772417,7000, 36 months,225.58,B,10,73882,not verified,11.45,0,0,49,10,0,16783,38.1,10,18,2011,12,Thu,0,8.907639412,RENT,0
0.119162719,0.208665086,11300, 36 months,379.06,B,7,36000,not verified,16.33,0,1,79,9,0,18905,74.7,22,13,2011,12,Thu,0,7.400231764,MORTGAGE,0
0.210787544,0.220777339,4000, 36 months,128.9,B,10,130000,verified,10.05,0,3,,12,0,13212,85,22,14,2011,12,Thu,0,8.684247276,MORTGAGE,0
0.146050624,0.122834547,8000, 36 months,243.49,A,10,57200,not verified,4.72,0,0,,18,0,7764,6.8,47,18,2011,12,Thu,0,7.104161576,MORTGAGE,0
0.154630605,0.082440386,14400, 36 months,522.41,D,5,51871,verified,7.82,0,0,,5,0,8092,79.3,9,5,2011,12,Thu,0,8.659290569,RENT,0
0.159100334,0.169090128,4375, 36 months,146.2,B,2,15000,verified,13.92,0,0,,3,0,2847,74.9,5,5,2011,12,Thu,0,8.006367568,OTHER,0
0.114097767,0.133328046,4100, 36 months,127.56,A,9,70197,not verified,6.58,0,1,,7,0,24138,72.1,12,10,2011,12,Thu,0,8.674154204,MORTGAGE,0
0.214407117,0.17297508,6000, 36 months,190.52,A,7,47000,verified,14.43,0,3,78,8,0,3917,31.4,14,16,2011,12,Thu,0,8.118845551,RENT,0
0.080384789,0.097487734,5400, 36 months,181.15,B,10,75000,not verified,8.8,0,0,31,6,0,10376,68.7,33,19,2011,12,Thu,0,7.728735831,MORTGAGE,0
0.286398799,0.121614037,15000, 36 months,529.51,D,1,110000,verified,21.99,2,0,4,12,0,40370,84.1,24,13,2011,12,Thu,0,8.430181814,RENT,0
0.137206141,0.138472797,20000, 60 months,514.86,E,3,80000,verified,23.47,0,0,,8,0,11952,88.5,13,10,2011,12,Thu,0,8.724832556,MORTGAGE,0
0.149889581,0.212436158,10400, 36 months,348.87,B,4,44000,verified,19.91,0,2,,6,0,13695,90.1,21,9,2011,12,Thu,0,7.647422475,RENT,0
0.152337072,0.168048362,4500, 60 months,113.25,D,7,51600,verified,22.63,0,1,,8,0,13739,67.7,13,7,2011,12,Thu,0,8.286327594,MORTGAGE,0
0.063767587,0.032814267,11500, 36 months,384.28,B,0,38500,verified,13.06,0,0,,8,0,10838,89.6,15,7,2011,12,Thu,0,7.850363319,RENT,0
0.110743569,0.120617123,16800, 60 months,428.9,D,10,70000,verified,21.5,0,2,,10,0,10296,38.4,18,12,2011,12,Thu,0,8.265878763,MORTGAGE,0
0.125424806,0.133852682,10000, 36 months,357.88,D,8,68000,not verified,17.15,0,1,,7,0,6754,92.5,16,9,2011,12,Thu,0,8.354674262,RENT,0
0.189510832,0.199500627,15000, 36 months,544.17,D,10,66000,not verified,8.49,2,2,9,10,0,17258,89.1,28,23,2011,12,Thu,0,7.765205511,MORTGAGE,0
0.144502965,0.15449276,25000, 60 months,443.89,D,1,83004,verified,13.66,0,0,,10,0,22388,82.9,19,14,2011,12,Thu,0,8.382205099,RENT,0
0.176967255,0.178233911,16000, 36 months,500.65,A,1,51000,verified,24.66,0,0,,8,0,29485,81,28,19,2011,12,Thu,0,7.507376402,RENT,0
