purpose_te,addr_state_te,loan_amnt,term,installment,grade,emp_length,annual_inc,verification_status,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,credit_length,issue_d_year,issue_d_month,issue_d_dayOfWeek,issue_d_weekend,log_inc_per_acct,home_3cat,emp_length_missing
0.076604246,0.102543442,10000, 36 months,325.74,B,2,51400,not verified,19.14,0,3,,10,0,10160,59.1,24,11,2011,12,Thu,0,7.669339621,RENT,0
0.136968491,0.122063041,17675, 60 months,417.25,C,0,50000,verified,16.46,0,2,,6,0,6661,57.4,14,9,2011,12,Thu,0,8.180720955,RENT,0
0.204597048,0.176246219,10000, 60 months,215.69,B,10,45996,verified,21.73,0,1,,7,0,11170,30.1,15,14,2011,12,Thu,0,8.028259514,RENT,0
0.214022372,0.185671543,3500, 36 months,114.01,B,7,55000,not verified,5.39,0,1,,9,0,6611,45.9,12,6,2011,12,Thu,0,8.430181814,MORTGAGE,0
0.204566196,0.214555991,16425, 36 months,563.53,C,4,44544,verified,22.71,0,1,,10,0,15747,83.4,18,9,2011,12,Thu,0,7.813860986,RENT,0
0.080264227,0.138032571,20975, 60 months,341.63,D,5,44000,verified,18.79,0,0,,13,1,20657,79.4,21,11,2011,12,Thu,0,7.647422475,MORTGAGE,0
0.203006832,0.212996626,6400, 36 months,227.45,D,5,75000,not verified,20.22,0,0,48,9,0,7159,67.5,27,17,2011,12,Thu,0,7.929406527,RENT,0
0.175168524,0.15510987,3000, 36 months,101.8,C,1,33600,not verified,18.11,0,0,41,4,0,2745,83.2,7,6,2011,12,Thu,0,8.476371197,RENT,0
0.142039017,0.171333409,12000, 36 months,426.47,D,3,50000,not verified,20.57,0,1,,13,0,11443,97,19,6,2011,12,Thu,0,7.875339305,RENT,0
0.14645401,0.138720831,12000, 36 months,413.94,C,10,90000,not verified,16.56,0,2,40,12,0,17116,78.5,36,27,2011,12,Thu,0,7.824046011,RENT,0
0.153475866,0.126858281,11000, 36 months,373.24,C,10,48000,verified,21.82,0,3,74,15,0,11382,65,29,12,2011,12,Thu,0,7.41166046,MORTGAGE,0
0.214600597,0.224590391,7250, 60 months,197.51,F,0,75000,verified,24.82,0,2,,9,1,21706,91.2,19,11,2011,12,Thu,0,8.280804413,RENT,0
0.318867809,0.154083048,15000, 36 months,469.36,A,1,52000,not verified,9.65,0,1,,11,0,1616,6.7,29,8,2011,12,Thu,0,7.491703168,MORTGAGE,0
0.212433562,0.249379148,18000, 60 months,475.99,E,10,65000,not verified,6.81,0,0,25,10,0,11745,77.8,40,22,2011,12,Thu,0,7.393263095,MORTGAGE,0
0.091919391,0.123960162,10000, 36 months,343.09,C,2,68000,verified,15.39,0,1,,9,0,11303,81.3,15,5,2011,12,Thu,0,8.419212783,RENT,0
0.0949706,0.122313,11800, 36 months,395.83,B,6,42000,verified,9.86,0,0,,4,0,8940,74.8,13,15,2011,12,Thu,0,8.08047554,RENT,0
0.149093219,0.212165517,4500, 36 months,136.96,A,4,53000,verified,4.44,0,0,,7,0,8630,13.9,17,11,2011,12,Thu,0,8.044833848,RENT,0
0.122173469,0.184720046,7000, 36 months,234.82,B,10,35000,verified,11.35,0,2,53,10,0,7649,82.3,26,11,2011,12,Thu,0,7.205006802,RENT,0
0.140852127,0.150841922,9200, 36 months,307.43,B,2,60000,verified,19.96,0,3,,8,0,23299,78.7,19,9,2011,12,Thu,0,8.057660862,RENT,0
0.109304056,0.126407002,4500, 60 months,97.06,B,0,42000,verified,5.4,0,0,,4,0,8220,78.3,9,28,2011,12,Thu,0,8.44820032,MORTGAGE,0
0.18337991,0.184646566,12000, 36 months,423.61,D,9,88365,verified,16.85,0,0,,6,0,22936,96.4,15,15,2011,12,Thu,0,8.681181042,RENT,0
0.152269868,0.162259662,12000, 36 months,407.17,C,4,72000,verified,21.33,0,1,,11,0,3419,27.6,19,8,2011,12,Thu,0,8.239982419,RENT,0
0.130724667,0.168891463,7000, 36 months,228.02,B,3,43680,not verified,5.38,0,0,39,7,0,6245,78.1,11,11,2011,12,Thu,0,8.286750338,MORTGAGE,0
0.134023432,0.108809049,8200, 60 months,214.62,E,3,120000,verified,2.8,0,2,,5,0,10392,88.4,6,4,2011,12,Thu,0,9.903487553,RENT,0
0.167323378,0.15562442,10500, 36 months,352.23,B,10,66000,verified,20.73,1,2,10,8,0,5790,51.2,26,13,2011,12,Thu,0,7.839313483,RENT,0
0.204936341,0.241881926,7000, 36 months,231.54,B,4,39120,not verified,21.01,0,0,26,8,1,9414,52.4,26,15,2011,12,Thu,0,7.316292586,OTHER,0
0.180409382,0.14535064,20000, 60 months,282.86,B,4,47800,verified,10.04,0,0,,15,0,16447,46.3,27,10,2011,12,Thu,0,7.478944052,MORTGAGE,0
0.062643473,0.130911545,17500, 60 months,437.47,D,7,45000,not verified,21.31,0,2,,13,0,20129,86.1,26,9,2011,12,Thu,0,7.456321231,MORTGAGE,0
0.086465297,0.112631371,3500, 36 months,106.53,A,10,83000,verified,2.31,0,0,35,6,0,3092,13.4,28,25,2011,12,Thu,0,7.994391377,MORTGAGE,0
0.16110451,0.171094305,6200, 36 months,199.8,B,2,25000,not verified,20.64,0,2,,7,0,6533,47.7,12,13,2011,12,Thu,0,7.641724454,RENT,0
0.165149269,0.157416091,6000, 36 months,190.52,A,8,28800,not verified,13.17,0,0,,11,0,5269,36.8,13,6,2011,12,Thu,0,7.703181309,OTHER,0
0.068548451,0.095890851,7200, 36 months,232.02,B,6,135000,not verified,6.12,0,0,,7,0,16627,79.6,18,14,2011,12,Thu,0,8.9226583,RENT,0
0.150645284,0.124027698,18825, 60 months,465.53,D,10,38000,verified,23.18,0,0,,6,0,11004,79.7,7,7,2011,12,Thu,0,8.59943129,RENT,0
0.193982468,0.203972262,24000, 36 months,781.76,B,10,45000,verified,14.8,0,0,,5,0,24708,55.2,9,21,2011,12,Thu,0,8.517193191,RENT,0
0.165414045,0.17540384,6000, 36 months,203.59,C,10,80000,not verified,11.58,0,0,,8,0,15499,83.8,16,9,2011,12,Thu,0,8.517193191,RENT,0
0.181797025,0.183063682,6000, 36 months,203.59,C,5,50000,not verified,15.38,0,1,,6,0,15191,91.5,7,7,2011,12,Thu,0,8.873868135,RENT,0
0.165236707,0.151486934,2100, 36 months,70.18,B,10,30000,not verified,19.72,0,1,,12,0,12183,82.9,26,16,2011,12,Thu,0,7.050856123,MORTGAGE,0
0.264265073,0.095675206,5500, 36 months,168.88,A,8,110000,verified,9.69,0,0,,7,0,14136,21.9,26,17,2011,12,Thu,0,8.350139107,MORTGAGE,0
0.178299842,0.144973339,11000, 36 months,337.75,A,8,45608,verified,20.5,0,0,,7,0,10677,58.7,11,19,2011,12,Thu,0,8.329943146,OTHER,0
0.150264172,0.132709714,8000, 36 months,268.36,B,5,35000,not verified,10.05,0,0,,7,0,6842,97.7,18,9,2011,12,Thu,0,7.572731583,MORTGAGE,0
0.114367925,0.266569521,8000, 36 months,264.61,B,9,35000,verified,9.7,0,0,,7,0,6142,46.5,8,5,2011,12,Thu,0,8.383661799,MORTGAGE,0
0.196528689,0.16817786,12000, 36 months,396.92,B,2,126000,not verified,13.32,0,0,74,17,0,32711,54.1,38,21,2011,12,Thu,0,8.106451026,MORTGAGE,0
0.12165483,0.131644625,10000, 36 months,312.91,A,1,43000,not verified,25.26,0,0,,8,0,8215,37.2,16,8,2011,12,Thu,0,7.896366672,RENT,0
0.13397309,0.143962884,12000, 36 months,386.7,B,1,50000,not verified,16.44,0,1,,11,0,14335,29.3,25,11,2011,12,Thu,0,7.60090246,RENT,0
0.156387023,0.167952161,19750, 36 months,643.33,B,4,45000,verified,22.8,0,0,56,12,0,16576,54.2,28,11,2011,12,Thu,0,7.382213259,RENT,0
0.128125969,0.102911587,10000, 36 months,322.25,B,3,31200,verified,14.81,0,0,,13,0,5540,27,19,6,2011,12,Thu,0,7.403734395,RENT,0
0.179054663,0.278699477,13650, 36 months,456.12,B,4,66000,verified,24.09,0,0,74,11,0,8933,56.5,34,10,2011,12,Thu,0,7.571049496,RENT,0
0.206649689,0.180032103,28000, 60 months,312.04,E,10,52000,verified,20.7,0,0,,10,0,29178,87.6,16,23,2011,12,Thu,0,8.086410275,RENT,0
0.118180976,0.128170771,18000, 36 months,563.23,A,10,56964,verified,27.55,0,0,,7,0,17381,76.6,20,12,2011,12,Thu,0,7.954442495,RENT,0
0.181922332,0.218867917,2500, 36 months,85.78,C,7,49500,verified,10.33,0,1,52,7,0,9868,37.7,20,7,2011,12,Thu,0,7.813995675,RENT,0
0.065353297,0.075226851,21000, 60 months,559.89,E,10,70000,verified,23.21,0,2,,17,0,12508,70.7,25,20,2011,12,Thu,0,7.937374696,RENT,0
0.208649407,0.218639201,35000, 36 months,1111.37,A,6,125000,verified,22.71,0,0,,8,0,9051,34.8,32,11,2011,12,Thu,0,8.270333113,MORTGAGE,0
0.110538566,0.144297838,24000, 36 months,843.3,C,8,90000,verified,9.17,0,1,,9,0,30952,71.2,23,16,2011,12,Thu,0,8.272070733,MORTGAGE,0
0.213365678,0.192849666,5000, 36 months,172.48,C,2,24000,verified,18.3,0,2,24,5,0,2429,33.3,9,6,2011,12,Thu,0,7.888584532,RENT,0
0.157078157,0.222614104,8850, 36 months,271.73,A,10,62000,verified,17.71,0,0,,7,0,9466,35.9,19,13,2011,12,Thu,0,8.090450685,RENT,0
0.116764734,0.121976295,6375, 36 months,198.34,A,4,44000,verified,4.8,0,0,,7,0,6324,58,11,11,2011,12,Thu,0,8.29404964,RENT,0
0.113702695,0.158526299,6000, 36 months,198.46,B,1,90000,not verified,2.97,1,0,16,10,0,8489,56.6,23,4,2011,12,Thu,0,8.272070733,RENT,0
0.144467126,0.176507896,11100, 36 months,340.82,A,10,41000,verified,29.85,0,1,,8,0,17518,62.3,18,20,2011,12,Thu,0,7.730955588,RENT,0
0.176218168,0.186207962,10000, 60 months,225.95,B,2,56000,verified,10.82,0,1,,11,0,10081,31.2,18,11,2011,12,Thu,0,8.042735212,MORTGAGE,0
0.345870316,0.171585569,6200, 36 months,188.71,A,5,26500,not verified,18.2,0,0,,6,0,2982,16,18,11,2011,12,Thu,0,7.294528254,MORTGAGE,0
0.116304526,0.121516088,15000, 36 months,547.12,E,1,54000,not verified,19.69,0,2,,9,0,15183,90.3,12,5,2011,12,Thu,0,8.411832676,RENT,0
0.211372335,0.211270292,4200, 36 months,138.92,B,2,53000,not verified,16.91,0,0,60,15,0,8336,79.7,22,9,2011,12,Thu,0,7.787004739,RENT,0
0.119941143,0.129930937,14000, 36 months,480.33,C,4,52800,not verified,7.36,0,1,,9,0,13378,70.8,14,6,2011,12,Thu,0,8.23520914,RENT,0
0.188921604,0.194133166,8875, 36 months,276.11,A,1,38000,not verified,23.53,0,1,,13,0,19056,62.1,27,18,2011,12,Thu,0,7.249504573,MORTGAGE,0
0.205895767,0.215885562,13500, 36 months,435.04,B,7,38000,verified,12.38,0,1,,3,0,16023,67.3,7,14,2011,12,Thu,0,8.59943129,RENT,0
0.141998968,0.127608982,12000, 36 months,386.7,B,2,42000,not verified,7.83,0,2,,8,0,9749,65.4,16,5,2011,12,Thu,0,7.872836175,RENT,0
0.197952739,0.213664029,16000, 60 months,423.11,E,4,55000,verified,15.8,0,0,54,8,0,7743,72.4,19,7,2011,12,Thu,0,7.970649485,RENT,0
0.087506829,0.111712783,20000, 60 months,460.1,C,1,82000,not verified,17.68,0,0,,13,0,26693,61.4,23,16,2011,12,Thu,0,8.17898031,RENT,0
0.148594759,0.158584553,10000, 36 months,330.76,B,8,60000,not verified,22.08,0,0,,8,0,5626,29.3,26,10,2011,12,Thu,0,7.744003303,RENT,0
0.08098103,0.116509077,7200, 36 months,240.59,B,5,48000,not verified,17.43,0,1,,7,0,16450,80.2,10,5,2011,12,Thu,0,8.476371197,RENT,0
0.165799484,0.167066141,5600, 36 months,193.17,C,1,85000,not verified,12.24,1,3,11,8,0,6812,90.8,31,12,2011,12,Thu,0,7.916419331,MORTGAGE,0
0.126111816,0.158152587,8000, 36 months,257.8,B,2,34000,verified,18.28,0,0,,6,0,7434,78.5,7,6,2011,12,Thu,0,8.488205655,RENT,0
0.137211309,0.201333229,8000, 36 months,267.33,B,10,40000,not verified,15,0,0,,10,0,18601,88.2,11,7,2011,12,Thu,0,8.19873946,RENT,0
0.205228214,0.242030706,15000, 36 months,536.81,D,2,44400,verified,3.59,1,0,18,6,1,4582,91.6,16,28,2011,12,Thu,0,7.928406026,MORTGAGE,0
0.141882358,0.143640789,10000, 36 months,322.25,B,2,30000,not verified,11.24,0,1,,8,0,9152,66.8,30,16,2011,12,Thu,0,6.907755279,OTHER,0
0.131583856,0.158926256,10000, 36 months,307.04,A,5,70000,not verified,16.78,0,0,,9,0,10770,69,18,17,2011,12,Thu,0,8.265878763,MORTGAGE,0
0.09424812,0.147958446,8000, 36 months,275.96,C,3,28000,not verified,12.6,0,1,,8,0,6187,54.3,11,5,2011,12,Thu,0,7.842064516,RENT,0
0.156183336,0.149459704,22000, 36 months,708.95,B,2,50000,verified,13.22,0,4,,17,0,21470,49.8,32,13,2011,12,Thu,0,7.354042382,MORTGAGE,0
0.099565903,0.116668849,6000, 36 months,205.86,C,10,94800,verified,24.53,0,1,,13,0,71890,95.9,30,25,2011,12,Thu,0,8.058327307,MORTGAGE,0
0.180594841,0.172861663,25000, 36 months,835.39,B,2,225000,verified,8.32,1,0,13,11,0,30449,34.6,23,7,2011,12,Thu,0,9.188361465,RENT,0
0.267579496,0.139402116,10000, 36 months,339.31,C,2,45900,verified,24.97,0,2,45,10,0,8936,48.3,12,7,2011,12,Thu,0,8.249313746,RENT,0
0.18718665,0.20289794,2500, 36 months,84.83,C,4,27200,not verified,6.44,0,0,,6,0,3473,68.1,6,3,2011,12,Thu,0,8.419212783,RENT,0
0.119513265,0.15645885,7325, 36 months,245.72,B,1,42000,not verified,22.57,0,3,65,12,0,7281,65,29,15,2011,12,Thu,0,7.278129067,RENT,0
0.151417904,0.178760303,4000, 36 months,133.67,B,5,135000,verified,12.12,0,3,,11,0,29311,85.7,21,7,2011,12,Thu,0,8.76850762,RENT,0
0.322632069,0.194454688,10000, 36 months,339.31,C,5,65000,not verified,6.92,1,2,19,12,0,14292,69.5,17,12,2011,12,Thu,0,8.248929205,RENT,0
0.204505894,0.186951437,7750, 36 months,277.36,D,0,24000,not verified,16.1,0,1,41,4,0,2348,67.1,7,7,2011,12,Thu,0,8.13989896,RENT,0
0.15150464,0.126290257,9600, 36 months,320.79,B,10,65000,verified,11.65,0,0,,6,0,11279,70.9,11,9,2011,12,Thu,0,8.684247276,RENT,0
0.212418208,0.222408003,21000, 60 months,464.07,B,3,60000,not verified,6.62,0,0,,7,0,10543,79.9,11,21,2011,12,Thu,0,8.604204568,RENT,0
0.114371715,0.136505806,14000, 36 months,456.03,B,3,30000,verified,15.52,0,0,,7,0,15542,65.6,14,5,2011,12,Thu,0,7.669895331,RENT,0
0.193053827,0.203043622,13350, 36 months,446.1,B,10,43000,not verified,20.57,0,0,,7,0,11531,95.3,15,12,2011,12,Thu,0,7.960905194,RENT,0
0.154248319,0.139342868,15000, 36 months,533.08,D,10,42000,verified,19.63,0,2,,10,0,8238,74.9,38,10,2011,12,Thu,0,7.007838738,RENT,0
0.205754582,0.215744376,15000, 36 months,536.81,D,8,75000,verified,16.03,0,0,48,10,0,13505,75.9,17,20,2011,12,Thu,0,8.392030048,RENT,0
0.164390884,0.137773298,35000, 36 months,1140.07,B,2,168000,verified,3.17,1,1,22,16,0,1099,1.4,22,9,2011,12,Thu,0,8.940676805,MORTGAGE,0
0.073424594,0.107423188,9000, 36 months,293.16,B,9,74000,verified,8.89,0,0,,7,0,7388,71.7,10,13,2011,12,Thu,0,8.909235279,MORTGAGE,0
0.200648091,0.183093634,16000, 36 months,536.72,B,1,58500,verified,20.64,0,0,,8,0,26224,89.3,10,17,2011,12,Thu,0,8.67419694,RENT,0
0.214636294,0.179577552,13500, 36 months,452.86,B,5,71000,verified,11.97,0,2,,4,0,6681,77.7,11,13,2011,12,Thu,0,8.772539883,RENT,0
0.103805535,0.166352111,12000, 36 months,390.88,B,5,60000,not verified,10.84,0,1,,12,0,11849,48.8,18,9,2011,12,Thu,0,8.111728083,RENT,0
0.18806467,0.212491612,28000, 60 months,704.64,D,5,140000,verified,12.07,0,1,,13,0,2686,13.4,24,5,2011,12,Thu,0,8.671343871,MORTGAGE,0
0.172161869,0.137103127,14000, 36 months,429.86,A,10,66000,verified,11.15,0,1,,7,0,12095,35.4,46,12,2011,12,Thu,0,7.268768625,RENT,0
0.13609444,0.097798849,12000, 36 months,411.71,C,8,70000,not verified,8.4,0,1,,7,0,11546,86.2,12,6,2011,12,Thu,0,8.671343871,MORTGAGE,0
0.157918195,0.085727976,25000, 36 months,826.9,B,10,100000,verified,6.88,0,1,,8,0,21128,89.1,18,25,2011,12,Thu,0,8.622553707,MORTGAGE,0
0.132470462,0.10725608,9000, 36 months,301.91,B,5,50000,verified,17.81,0,1,,13,0,12752,55.4,21,10,2011,12,Thu,0,7.775255847,RENT,0
0.120101628,0.0917508,13250, 36 months,431.6,B,4,35000,not verified,24.93,0,2,,11,0,13392,58.7,25,9,2011,12,Thu,0,7.244227516,RENT,0
0.148569784,0.158559579,20000, 36 months,678.61,C,6,75000,verified,22.38,0,1,,7,0,19548,90.8,17,13,2011,12,Thu,0,8.392030048,RENT,0
0.199793998,0.17318642,7350, 36 months,239.42,B,10,48000,not verified,11.93,0,0,,5,0,15587,77.5,5,5,2011,12,Thu,0,9.169518377,MORTGAGE,0
0.1901723,0.227117886,11500, 36 months,400.18,C,5,36000,not verified,21.1,0,1,54,7,0,8969,76.7,14,13,2011,12,Thu,0,7.852216888,RENT,0
0.197127346,0.20711714,13650, 36 months,456.12,B,10,86000,not verified,12.29,0,1,,12,0,16140,73.4,34,17,2011,12,Thu,0,7.835742051,MORTGAGE,0
0.157588182,0.167577976,10500, 36 months,370.66,D,3,30000,verified,15,0,1,,7,0,5379,55.5,8,4,2011,12,Thu,0,8.229511119,RENT,0
0.13266438,0.142654175,12000, 36 months,386.7,B,2,60000,not verified,15.5,0,0,,7,0,12168,85.7,21,8,2011,12,Thu,0,7.957577403,RENT,0
0.120210545,0.182757122,11500, 36 months,400.18,C,10,44200,verified,21.69,0,1,,9,0,13147,90,11,7,2011,12,Thu,0,8.298584795,MORTGAGE,0
0.11895921,0.131938375,7000, 36 months,233.91,B,7,82000,not verified,12,0,1,79,6,0,25334,71.6,31,9,2011,12,Thu,0,7.880487322,MORTGAGE,0
0.209060867,0.166112058,2000, 36 months,69.6,C,2,41000,verified,17.74,0,1,,7,0,18115,96.4,11,7,2011,12,Thu,0,8.223432073,RENT,0
0.085372983,0.104479714,11625, 36 months,394.45,C,0,36000,verified,19.33,0,1,,17,0,19979,84.7,31,18,2011,12,Thu,0,7.057287013,MORTGAGE,0
0.174018554,0.147400968,15075, 36 months,517.21,C,10,35000,verified,20.16,0,1,,7,0,10570,89.6,14,11,2011,12,Thu,0,7.824046011,RENT,0
0.080237715,0.102371805,5300, 36 months,184.43,C,1,30000,verified,24.88,0,2,,11,0,7855,82.7,13,6,2011,12,Thu,0,7.744003303,RENT,0
0.11170315,0.201205517,8650, 36 months,296.78,C,4,45000,verified,7.6,0,2,44,14,0,6602,58.9,23,6,2011,12,Thu,0,7.578923553,MORTGAGE,0
0.197157375,0.198424031,7400, 36 months,251.09,C,0,25000,verified,8.45,0,0,,5,0,5199,92.8,13,21,2011,12,Thu,0,7.561681746,OTHER,0
0.210022692,0.211289348,24250, 60 months,519.76,G,7,120000,verified,12.96,0,3,,7,0,31992,99,20,11,2011,12,Thu,0,8.699514748,MORTGAGE,0
0.142151914,0.147363475,7200, 36 months,225.29,A,3,68000,verified,7.98,0,0,,5,0,8783,82.9,14,9,2011,12,Thu,0,8.488205655,RENT,0
0.092847943,0.117274884,26000, 60 months,642.96,D,10,53000,verified,11.77,0,1,,5,0,7560,72.7,14,13,2011,12,Thu,0,8.238989863,MORTGAGE,0
0.151545851,0.219813923,7000, 60 months,154.69,B,6,69600,verified,26.22,0,0,,10,0,45449,90.9,23,32,2011,12,Thu,0,8.01502563,MORTGAGE,0
